sep=;
valueInCurrency;valueToReimburse;VatAvgRate;currency;dayInvoice;hourInvoice;dayCreation;hourCreation;Name_EN;merchantCountry;merchantCity;hasPhoto;MerchantName;Source;validated
85,37;85,37;null;EUR;Saturday;15;Tuesday;15;Mileage expense;FR;MELLE;true;null;13;0
116,31;116,31;null;EUR;Friday;0;Friday;11;Mileage expense;FR;Mirebeau;true;null;13;0
107,44;107,44;null;EUR;Thursday;11;Wednesday;12;Mileage expense;FR;Caisse d'Epargne Angouleme Marengo, Place Marengo, 16000 AngoulÃªme, France;true;null;11;0
233,67;233,67;null;EUR;Wednesday;11;Wednesday;12;Mileage expense;FR;MONEIN;true;null;11;0
200;200;null;EUR;Tuesday;11;Tuesday;14;Lodging;FR;null;false;null;null;0
27,3;27,3;null;EUR;Monday;6;Monday;7;Taxi;FR;null;false;null;0;0
9,5;9,5;10;EUR;Tuesday;20;Wednesday;20;Lunch;FR;;false;;12;0
4,95;4,95;null;EUR;Friday;10;Monday;21;Lunch;FR;null;false;null;11;0
30,08;30,08;null;HKD;Monday;4;Tuesday;9;11-Immigration/Visa;HK;Hong Kong;false;Gov;11;0
49,2;49,2;10;EUR;Thursday;16;Monday;16;Taxi;FR;Marseille;false;Laurenti Patrick 61;12;0
841,01;841,01;10;EUR;Monday;12;Monday;16;Taxi;FR;;false;Attestaitchingtaxi;12;0
133,5;133,5;11,5;EUR;Thursday;12;Thursday;14;Meals;FR;Ã‰cully;false;L'entrenous;12;0
15,99;15,99;20;EUR;Friday;10;Tuesday;6;09-Phone & Internet;FR;null;false;null;11;0
99,4;99,4;null;EUR;Wednesday;10;Sunday;13;GASTOS REEMBOLSABLES;ES;Alicante;false;Enso Sushi;13;0
13;13;null;EUR;Wednesday;11;Wednesday;12;Repas Province;FR;Agen;false;Mc Donald's;13;0
178,69;178,69;null;GBP;Tuesday;23;Monday;14;International Lodging;GB;London;true;Room Number K1;11;0
90;90;null;EUR;Wednesday;8;Thursday;9;Train;FR;;false;Sncf;13;0
6,3;6,3;null;EUR;Thursday;10;Saturday;9;"DEJEUNER ""SANS JUSTIFICATIF""";FR;null;false;null;11;0
18,1;18,1;null;EUR;Thursday;11;Thursday;20;Toll;FR;null;false;null;11;0
75,2;37,6;null;EUR;Wednesday;10;Wednesday;12;Abonnement transport MENSUEL: quote-part;FR;null;false;null;11;0
37,6;37,6;null;EUR;Friday;13;Sunday;17;Abonnement transport MENSUEL: quote-part;FR;;false;;13;0
25;12,5;null;EUR;Saturday;3;Thursday;10;Abonnement transport MENSUEL: quote-part;FR;null;false;Contrat;11;0
443,34;443,34;null;USD;Tuesday;12;Tuesday;19;OFFICE SUPPLIES;US;Hudson;false;Hudson Grace;13;0
3,65;3,65;null;EUR;Tuesday;10;Tuesday;11;Breakfast on the go - FR;FR;LILLE;false;FLAN - LILLE FLANDRES;11;0
19,96;19,96;5,8;EUR;Friday;12;Friday;15;Meals;FR;Toulouse;true;Mc Donald's;13;0
4,8;4,8;10;EUR;Wednesday;12;Wednesday;12;Meals;FR;Nantes;false;Ssp France;13;0
4,92;4,92;null;EUR;Monday;14;Monday;4;Meals;FR;Avignon;false;Villeneuve Les Avignon;12;0
180,29;180,29;null;EUR;Tuesday;11;Tuesday;8;Mileage expense;FR;Montpellier;true;null;11;0
30;30;20;EUR;Friday;8;Friday;10;Fuel;FR;;true;E.leclerc;12;0
29,99;29,99;2,986;EUR;Thursday;23;Friday;14;Frais de TÃ©lÃ©communications et services Internet;FR;La Ciotat;false;Free;11;0
17,25;13;7,9;EUR;Wednesday;10;Friday;10;Repas midi province;FR;lecousse;false;Au Parc;12;0
18,5;18,5;1,571;EUR;Thursday;13;Monday;10;Meals;FR;Villiers;false;L'escapade;0;0
16;16;10;EUR;Monday;13;Friday;17;DEPLACEMENT;FR;Tours;false;Banque Populaire;13;0
56,9;56,9;1,474;EUR;Friday;13;Monday;17;Meals;FR;null;false;Le Richemont;13;0
698,96;698,96;null;EUR;Thursday;10;Tuesday;11;Frais kilomÃ©triques;FR;Ã‰vry, France;true;null;11;0
76,88;76,88;null;EUR;Monday;11;Thursday;8;Diesel VP;FR;null;false;null;11;0
7,52;7,52;null;EUR;Friday;12;Friday;12;Panier Midi;FR;Saint Lon les Mines;false;;12;0
60;60;5,5;EUR;Friday;11;Monday;8;Frais engagÃ©s pour le Personnel;FR;Pessac;false;Ange;12;0
12;15,8;10;EUR;Monday;12;Monday;21;Repas seul;FR;st savin;false;Le st savin;12;0
96,7;96,7;null;EUR;Friday;10;Monday;8;Train, Bus, MÃ©tro, RER;FR;orly;false;null;11;0
275,1;275,1;null;EUR;Monday;12;Sunday;9;Lodging Province;FR;lyon;false;Nemea;12;0
8,2;8,2;null;EUR;Tuesday;13;Thursday;14;Toll (IT);IT;Torino;false;In Porta Self-service Da 15;12;0
10,95;10,95;20;EUR;Tuesday;10;Wednesday;10;Consumables Purchase (integrated to production);FR;null;false;null;13;0
36,9;36,9;null;EUR;Saturday;11;Wednesday;7;Misc;FR;null;false;null;11;0
12,25;12,25;null;EUR;Wednesday;23;Wednesday;11;Meals Paris;FR;Carpentras;false;Patisserie-jouvaud;13;0
9,6;9,6;null;EUR;Thursday;17;Friday;9;Toll;FR;Le Mans;false;Vinci Autoroutes;11;0
221,4;110,7;null;EUR;Monday;11;Monday;16;Combined subscription (Train + TC);FR;null;false;null;11;0
90;90;null;EUR;Monday;11;Monday;16;Installation Fees;FR;null;false;null;11;0
198;198;null;CLP;Tuesday;23;Wednesday;13;Phone;CL;Melbourne;false;Envato;11;0
28,02;28,02;null;EUR;Thursday;11;Thursday;8;Mileage expense;FR;LYON;false;null;11;0
47,24;47,24;null;EUR;Friday;10;Tuesday;8;Mileage expense;FR;L'Arbresle;false;null;11;0
73,01;73,01;null;EUR;Saturday;10;Saturday;7;Mileage expense;FR;DECINES CHARPIEU;true;null;11;0
9,27;9,27;20;EUR;Wednesday;0;Friday;15;Fuel;FR;RezÃ©;false;Total;null;0
57,77;50;20;EUR;Monday;10;Friday;7;Rent car;FR;null;false;null;11;0
20,5;20,5;10;EUR;Wednesday;19;Wednesday;5;Meals;FR;;false;Pizzeria;13;0
9,47;9,47;null;EUR;Wednesday;11;Tuesday;21;Mileage expense;FR;Milizac-Guipronvel;false;null;11;0
1,27;1,27;null;EUR;Tuesday;10;Friday;12;Mileage expense;FR;Saint-Leu-la-ForÃªt;true;null;11;0
48,97;48,97;null;EUR;Tuesday;10;Friday;8;Mileage expense;FR;17 Rue GeneviÃ¨ve Michelez, Saint-Sulpice-des-Landes, France;true;null;11;0
6,77;6,77;null;EUR;Wednesday;11;Thursday;17;Mileage expense;FR;LÃ©signy;true;null;11;0
8,29;8,29;null;EUR;Tuesday;11;Thursday;8;Mileage expense;FR;MontbÃ©liard;true;null;11;0
2,95;2,95;null;EUR;Wednesday;10;Friday;8;Mileage expense;FR;Dijon;true;null;11;0
10,83;10,83;null;EUR;Tuesday;10;Monday;14;Mileage expense;RE;Entre-Deux;true;null;11;0
4,13;4,13;null;EUR;Thursday;10;Friday;17;Mileage expense;FR;Mont-Saint-Vincent;true;null;11;0
55,63;55,63;20;EUR;Saturday;11;Monday;9;Fuel;FR;;false;Total;13;0
8,42;8,42;null;EUR;Tuesday;10;Friday;12;Lunch;FR;null;false;null;11;0
16;16;null;EUR;Friday;12;Tuesday;8;Parking - PÃ©age;FR;Chalon;false;Autoroutes Paris-rhin-rhÃ´ne;13;0
26,27;26,27;null;EUR;Tuesday;10;Saturday;11;Transportation;FR;null;false;null;11;0
73;73;null;EUR;Tuesday;10;Tuesday;17;Parking;FR;null;false;null;11;0
3,99;3,99;null;EUR;Tuesday;8;Tuesday;12;Out of procedure;FR;Toulouse;false;Carrefour;12;0
83;28;null;EUR;Friday;3;Thursday;21;Dinner;FR;;false;Chez Ben;13;0
859;429,5;null;EUR;Wednesday;11;Wednesday;13;SUBVENTION BYOD;FR;null;false;null;11;0
53,21;53,21;null;GBP;Wednesday;17;Wednesday;15;Meals;CA;Kensington;true;Bai.ans Kensington;13;0
24,4;24,4;null;EUR;Tuesday;10;Tuesday;12;PEAGE;FR;null;true;null;11;0
16,8;16,8;null;EUR;Thursday;11;Monday;13;PEAGE;FR;Saintes;true;Asf;13;0
6,6;6,6;20;EUR;Thursday;10;Sunday;8;PEAGE;FR;Saintes;false;Asf;13;0
4,3;4,3;20;EUR;Wednesday;10;Wednesday;20;PEAGE;FR;Saintes;false;Asf;13;0
160;160;20;EUR;Friday;10;Sunday;8;DIVERSE - VEHICLE MAINTENANCE - 2PL;FR;null;false;null;11;0
75,2;75,2;10;EUR;Tuesday;10;Tuesday;6;Taxi;FR;null;false;null;11;0
29,99;29,99;19;EUR;Friday;11;Friday;16;tools;DE;null;false;null;11;0
57,1;57,1;9,8;EUR;Tuesday;23;Monday;21;Guest clients;FR;Schiltigheim;false;Schiltigheim;12;0
175;50;20;EUR;Saturday;7;Tuesday;10;HomeOffice accessories;FR;;false;Bobe Yo Avetee;13;0
58,8;50;null;EUR;Tuesday;11;Tuesday;13;HomeOffice accessories;FR;null;false;null;11;0
14,99;14,99;null;EUR;Sunday;11;Sunday;14;HomeOffice accessories;FR;null;false;null;11;0
24,6;24,6;null;LBP;Wednesday;12;Wednesday;17;17 Taxi business trip/airport;LB;;false;Et Courtnie;13;0
84,12;84,12;null;EUR;Monday;10;Thursday;9;Fuel;FR;null;false;null;11;0
300;300;null;EUR;Friday;12;Friday;12;Fuel;FR;X;false;X;13;0
63,53;63,53;null;EUR;Tuesday;14;Wednesday;11;Fuel;FR;;false;Station Avia;13;0
40,99;40,99;null;EUR;Monday;14;Tuesday;9;Small equipment;FR;Ã‰chirolles;false;Le Charolles;13;0
95,2;95,2;null;EUR;Wednesday;10;Saturday;8;Transportation;FR;null;false;null;11;0
19,4;19,4;null;EUR;Monday;23;Tuesday;13;Transportation;FR;SÃ©lestat;false;Sncf Ter;11;0
29;29;20;EUR;Friday;11;Friday;16;Misc;FR;null;false;null;11;0
20;20;20;EUR;Tuesday;10;Tuesday;13;Misc;FR;null;false;null;11;0
12,2;12,2;null;EUR;Tuesday;10;Friday;8;Mileage expense;FR;Migennes;true;null;11;0
91,58;91,58;null;EUR;Sunday;10;Saturday;11;Mileage expense;FR;Sainte-Marie-du-Lac-Nuisement;true;null;11;0
13,12;13,12;null;EUR;Tuesday;11;Wednesday;11;Mileage expense;FR;CrÃ©dit Agricole de Champagne-Bourgogne, Place du ChÃ¢teau, Courson-les-CarriÃ¨res, France;true;null;11;0
14,46;14,46;null;EUR;Thursday;17;Saturday;17;Mileage expense;FR;PARON;true;null;13;0
18;18;null;EUR;Thursday;10;Wednesday;20;Breakfast at the hÃ´tel  (Etranger);PT;null;false;Actahotels;11;0
15,3;13;10;EUR;Tuesday;14;Thursday;9;Meals Nacional;ES;null;false;Valcarce;13;0
12;12;10;EUR;Thursday;18;Thursday;15;Diner;FR;HyÃ¨res;false;La Tour De Pizz;11;0
18,4;18,4;20;EUR;Friday;11;Thursday;15;Toll;FR;Narbonne;true;Asf;12;0
16,25;16,25;6,6;EUR;Friday;12;Friday;15;Rest. Commerciaux Province;FR;Calais;false;Ange;12;0
46;46;5,5;EUR;Friday;11;Friday;16;Consumable Reception Miscellaneous;FR;null;false;null;11;0
117,9;117,9;10;EUR;Saturday;10;Saturday;7;Consumable Reception Miscellaneous;FR;null;false;null;11;0
246,72;246,72;null;EUR;Thursday;11;Wednesday;12;Purchase small computer equipment;FR;null;false;null;11;0
99,99;99,99;null;EUR;Wednesday;11;Thursday;6;Purchase small computer equipment;FR;null;false;null;11;0
265,2;265,2;null;EUR;Wednesday;11;Tuesday;10;Purchase small computer equipment;FR;null;false;null;11;0
155,5;125;null;EUR;Tuesday;12;Wednesday;12;Diner;FR;null;true;null;13;0
260;260;12,3;EUR;Thursday;5;Friday;10;Diner;FR;null;true;null;13;0
12;12;null;EUR;Friday;5;Thursday;5;MEAL PACKAGE;FR;;false;;12;0
12;12;null;EUR;Tuesday;11;Monday;11;MEAL PACKAGE;FR;null;false;null;11;0
61,55;61,55;null;EUR;Wednesday;10;Friday;14;Mileage expense;FR;Ille-sur-TÃªt;true;null;11;0
30;30;21;EUR;Thursday;12;Monday;6;Fuel;ES;Madrid;false;Cia Espanola Dist Petroleos Sa;12;0
26,63;26,63;20;EUR;Saturday;22;Friday;9;Internet;FR;null;false;Du DÃ©tail De Votre Consommation;11;0
36,3;36,3;20;EUR;Saturday;12;Tuesday;9;Fuel;FR;null;false;Super U;12;0
1,2;1,2;null;EUR;Wednesday;10;Wednesday;9;Bus - Metro;IT;null;false;null;11;0
180,9;180,9;null;EUR;Friday;10;Friday;8;Mileage expense;FR;Caen;true;null;11;0
53,63;53,63;20;EUR;Saturday;10;Sunday;20;Diesel tourism vehicle;FR;Colomiers;false;Esso;13;0
86,01;86,01;20;EUR;Friday;18;Sunday;11;Diesel tourism vehicle;FR;Aire;false;Shell;12;0
223;223;1,835;EUR;Saturday;13;Thursday;15;Repas midi 36 & 87;FR;ChÃ¢teauroux;false;L'Ã©crin Des Saveurs;11;0
13,98;13,98;null;EUR;Thursday;11;Friday;16;Mileage expense;FR;Marconnelle;false;null;11;0
20,19;20,19;null;EUR;Wednesday;11;Wednesday;10;Mileage expense;FR;Pont-Ã -Marcq;true;null;11;0
17,52;17,52;null;EUR;Friday;11;Friday;15;Mileage expense;FR;VILLERS AU TERTRE;false;null;11;0
15,98;15,98;null;EUR;Friday;21;Tuesday;21;Mileage expense;FR;Tincques;true;null;12;0
103,98;103,98;null;EUR;Thursday;0;Thursday;9;Mileage expense;FR;Lille;true;null;13;0
29,63;29,63;null;EUR;Wednesday;11;Wednesday;11;Mileage expense;FR;Arras;true;null;11;0
52,84;52,84;null;EUR;Tuesday;11;Tuesday;10;Mileage expense;FR;Hondschoote;false;null;11;0
249,37;249,37;null;USD;Monday;10;Monday;14;Professional training;FR;null;true;null;11;0
200;200;null;EUR;Tuesday;10;Tuesday;15;Other transport FMD;FR;null;false;null;11;0
75,2;75,2;null;EUR;Tuesday;7;Friday;15;Transportation;FR;null;false;Sncf;11;0
19,75;18,1;null;EUR;Thursday;10;Saturday;10;Repas Paris IDF;FR;Paris;false;Nefo Kaloque;11;0
174,74;174,74;null;EUR;Friday;14;Friday;14;Mileage expense;FR;Amiens;true;null;13;0
14,82;14,82;null;EUR;Saturday;10;Saturday;9;Mileage expense;FR;AMIENS;true;null;11;0
52,79;52,79;null;EUR;Tuesday;11;Tuesday;16;Mileage expense;FR;Senlis;true;null;11;0
34,5;34,5;10;EUR;Monday;11;Monday;17;Meals;FR;Paris;false;De L'Ã©tablissement;13;0
59,98;59,98;20;EUR;Saturday;6;Friday;11;Equipment;FR;Draveil;false;Vos Informations D'expÃ©dition 05 March;13;0
1367,15;1367,15;null;USD;Thursday;16;Thursday;16;Facilities;US;null;false;null;13;0
21,52;21,52;null;EUR;Monday;18;Friday;11;Meals;FR;Ollioules;false;Carrefour;12;0
146,8;146,8;null;EUR;Thursday;14;Sunday;10;Coaching meeting;FR;null;false;Nez Rouge;13;0
10,35;10,35;null;EUR;Monday;5;Saturday;8;Customer gift;FR;null;false;cote boulange;12;0
3,56;3,56;null;EUR;Saturday;16;Monday;7;Meals;FR;;false;Leclerc;13;0
276,72;276,72;null;EUR;Monday;23;Friday;11;Car;FR;;false;Orange;12;0
182,65;182,65;20;EUR;Monday;11;Monday;12;Website Hosting;FR;Roubaix cedex;true;OVH;11;0
11,99;11,99;null;EUR;Wednesday;11;Monday;14;Website Hosting;FR;null;true;null;11;0
50,01;50,01;null;EUR;Tuesday;21;Wednesday;10;04 - Entretien vÃ©hicule fonction;FR;Lingolsheim;false;Super U;13;0
500,5;500,5;null;EUR;Tuesday;15;Tuesday;15;Purchase of goods;FR;;true;I Sarl Cardoso Monin;null;0
15,5;15,5;null;EUR;Thursday;12;Thursday;6;Breakfast / Snacks;FR;GuÃ©rande;false;Le Fournil Du Pays Blanc;13;0
22,5;22,5;11,4;EUR;Thursday;12;Thursday;21;Meals;FR;Tours;false;LÃ©on;13;0
27,84;27,84;null;EUR;Monday;11;Thursday;15;Autres frais;FR;null;false;null;11;0
295;295;null;EUR;Thursday;10;Thursday;6;Autres frais;FR;null;false;null;11;0
135;135;null;EUR;Friday;11;Sunday;20;Coaching - Supervision;FR;null;true;null;11;0
73;73;10;EUR;Saturday;10;Wednesday;15;Transportation;FR;null;true;Ratp;null;0
8,6;8,6;null;EUR;Thursday;14;Sunday;14;Parking;FR;Rouen;false;;12;0
60,6;60,6;null;EUR;Monday;10;Monday;10;Transportation;FR;Bron;false;Sncf;0;0
4;4;5,5;EUR;Friday;13;Friday;12;Repas Midi RÃ©gion d'Affectation;FR;Vincennes;false;Le Vincennes;13;0
23,3;23,3;20;EUR;Wednesday;11;Wednesday;11;Agence/Service - Fournitures de bureau;FR;Nice;false;Leroy Merlin;13;0
62,64;62,64;20;EUR;Monday;8;Tuesday;12;Essence;FR;Paris;false;Intermarche;12;0
63,4;63,4;null;EUR;Tuesday;13;Wednesday;9;Lunch Province;FR;null;false;Le Comptoir Du Port;11;0
39,9;39,9;10;EUR;Tuesday;14;Thursday;14;Meals;ES;Madrid;true;Barlaalteinativa;12;0
447,61;447,61;null;EUR;Tuesday;11;Tuesday;13;Mileage expense;FR;Marseille;true;null;11;0
14,45;14,45;null;EUR;Monday;11;Friday;13;Others expenses;FR;null;false;null;11;0
1080;1080;null;EUR;Friday;10;Friday;6;Guardians;ES;null;false;null;11;0
42,6;42,6;1,166;EUR;Thursday;10;Tuesday;13;RESTAURATION MIDI PARIS/ BANLIEUE;FR;saint germain en laye;false;null;11;0
68,07;68,07;null;EUR;Friday;0;Thursday;17;Mileage expense;FR;SiÃ¨ge social du CrÃ©dit Agricole Charente-Maritime Deux-SÃ¨vres, Rue Louis Tardy, Lagord, France;true;null;12;0
5,51;5,51;null;EUR;Thursday;11;Thursday;11;Mileage expense;FR;Saint-Maixent-l'Ã‰cole;true;null;12;0
65,66;65,66;null;EUR;Tuesday;22;Wednesday;12;Mileage expense;FR;73 AVENUE ST HUBERT, 79250, NUEIL LES AUBIERS;false;null;11;0
21,17;21,17;null;EUR;Thursday;22;Friday;7;Mileage expense;FR;Montendre, France;false;null;11;0
422,56;422,56;null;EUR;Friday;10;Friday;15;Mileage expense;FR;Lagord;true;null;11;0
12,3;12,3;20;EUR;Thursday;0;Monday;9;Phone;FR;Paris;false;Bouygues;0;0
30;30;20;EUR;Thursday;12;Thursday;11;Buy equipment / Supplies / Consumables;FR;;false;;12;0
57,85;57,85;null;CAD;Saturday;16;Wednesday;15;Buy equipment / Supplies / Consumables;CA;null;false;null;11;0
53,76;53,76;null;EUR;Saturday;12;Saturday;12;Meals;FR;;false;sarl tellier;13;0
5,5;5,5;null;EUR;Friday;17;Wednesday;15;Parking;FR;;true;Fin De Autorise;13;0
62,5;62,5;20;EUR;Monday;18;Friday;10;Drink;FR;Bastia;false;Sarl Cote Vin;12;0
108,72;108,72;null;EUR;Wednesday;14;Tuesday;6;Diesel for commercial cars (4/5 seats);FR;Pontault Combault;false;Total;12;0
12,28;12,28;null;EUR;Tuesday;11;Tuesday;13;Frais kilomÃ©triques;FR;Caen;false;null;11;0
108,78;108,78;null;EUR;Thursday;10;Thursday;11;Frais kilomÃ©triques;FR;Caen;true;null;11;0
133,7;133,7;20;EUR;Friday;23;Friday;16;Toll;FR;Reims;false;Bip&go;12;0
40,25;40,25;null;EUR;Wednesday;17;Wednesday;17;Travel Diet;ES;Alicante;false;null;12;0
59,9;59,9;null;EUR;Monday;10;Tuesday;18;Transportation;FR;null;false;null;11;0
572,92;572,92;4;USD;Tuesday;17;Sunday;16;Hotel;US;Chicago;false;Marriott;11;0
11,7;11,7;10;EUR;Wednesday;10;Wednesday;16;Meals;FR;;false;Non Buble Pour;12;0
2170,33;2170,33;null;EUR;Sunday;5;Saturday;5;Mileage expense;FR;Cucq;true;null;13;0
26,2;26,2;null;EUR;Thursday;10;Friday;15;Toll;FR;null;false;null;11;0
4,39;4,39;null;TND;Sunday;0;Monday;17;Flight;TN;null;false;null;null;0
1,65;1,65;null;EUR;Monday;15;Wednesday;14;Meals;FR;Lyon;false;Contact;12;0
37,2;23;null;EUR;Thursday;11;Thursday;14;Repas midi Paris (hors Province, hors CATP);FR;null;false;null;11;0
10,5;10,5;17,7;EUR;Wednesday;9;Tuesday;13;Petit matÃ©riel/ Ã©quipement;FR;Pantin;false;Leclerc;12;0
25,91;25,91;null;EUR;Wednesday;10;Monday;10;Mileage expense;FR;Boulogne-Billancourt;true;null;12;0
489,81;489,81;10;EUR;Thursday;13;Tuesday;5;Animation Marketing Locale Club;FR;Paris;false;null;11;0
40,4;40,4;null;EUR;Friday;13;Wednesday;11;Invitations clients/fournisseurs;FR;Brest;false;Casteil;12;0
3;3;10;EUR;Friday;9;Monday;9;Invitations clients/fournisseurs;FR;Quimper;false;Le Braden;12;0
9,3;9,3;10;EUR;Friday;11;Tuesday;14;Repas Franche-ComtÃ© Midi;FR;null;false;null;13;0
34,85;34,85;null;EUR;Friday;10;Friday;15;Mileage expense;FR;Le Claux;true;null;11;0
7,6;7,6;null;EUR;Thursday;10;Thursday;16;Transportation;FR;Paris;false;Le Dugommier;13;0
75,2;75,2;10;EUR;Friday;10;Friday;7;30-Public Transport;FR;Lyon;false;Ratp;0;0
50;50;10;EUR;Friday;23;Monday;12;30-Public Transport;FR;null;false;null;11;0
17,7;17,7;null;EUR;Wednesday;10;Friday;15;Lunch Province;FR;null;false;null;null;0
106,4;106,4;null;EUR;Thursday;10;Thursday;12;Lunch Province;FR;null;false;null;11;0
16,5;16,5;9,3;EUR;Tuesday;11;Wednesday;8;Meals (mission);FR;null;false;null;12;0
204,04;204,04;null;EUR;Sunday;11;Tuesday;17;Mileage expense;FR;Vieux-CondÃ©;true;null;11;0
313,5;313,5;null;EUR;Saturday;10;Saturday;12;Mileage expense;FR;METZ LORRY;true;null;11;0
78,45;78,45;null;EUR;Thursday;11;Friday;11;Mileage expense;FR;LE QUESNOY;true;null;11;0
15;15;null;EUR;Friday;11;Friday;13;REPAS PROVINCE;FR;null;false;null;11;0
15;15;null;EUR;Thursday;10;Thursday;16;REPAS PROVINCE;FR;null;false;null;11;0
9,9;9,9;10;EUR;Saturday;11;Saturday;7;REPAS PROVINCE;FR;null;false;null;11;0
17;17;5,5;EUR;Tuesday;10;Thursday;6;.  REPAS MIDI - CACF ET PROVINCE;FR;;false;Intermarche;13;0
14;14;10;EUR;Friday;12;Thursday;8;.  REPAS MIDI - CACF ET PROVINCE;FR;null;false;Auberge;11;0
20;20;20;EUR;Thursday;17;Monday;17;Parking;FR;;false;Indigo;12;0
40;40;null;EUR;Tuesday;10;Thursday;8;Dieta DIGI;ES;null;false;null;11;0
19;19;null;EUR;Thursday;12;Thursday;7;DEJEUNER VM (FORFAIT);FR;;false;Horus Pharma;13;0
19;19;null;EUR;Tuesday;12;Tuesday;14;DEJEUNER VM (FORFAIT);FR;;false;Cannelle;13;0
18,4;18,4;null;EUR;Monday;10;Thursday;14;DEJEUNER VM (FORFAIT);FR;;true;Horus Pharma;null;0
18,4;18,4;null;EUR;Monday;10;Thursday;12;DEJEUNER VM (FORFAIT);FR;;true;;null;0
18,6;18,4;null;EUR;Friday;18;Thursday;18;DEJEUNER VM (FORFAIT);FR;;true;;null;0
19,1;19,1;null;EUR;Monday;11;Tuesday;20;DEJEUNER VM (FORFAIT);FR;null;false;null;11;0
31,02;31,02;20;EUR;Monday;16;Monday;16;ESSENCE;FR;kervignac;false;Bonjour;12;0
3,2;3,2;20;EUR;Wednesday;10;Wednesday;11;Toll;FR;null;false;null;11;0
15;15;10;EUR;Monday;11;Monday;10;REPAS;FR;Forbach;false;Nationale;13;0
10;10;8,7;EUR;Tuesday;10;Wednesday;14;REPAS;FR;Amiens;false;G La Dalle Amiens;13;0
15;15;10;EUR;Friday;12;Friday;10;REPAS;FR;La FlÃ¨che;false;RÃ´tisserie Des Carmes;13;0
4,2;4,2;8,5;EUR;Saturday;9;Friday;17;REPAS;FR;Eysines;false;L'atelier;13;0
6,5;6,5;10;EUR;Tuesday;12;Tuesday;9;REPAS;FR;Bourgoin Jallieu;false;Nterale Trans;12;0
14,4;14,4;9,6;EUR;Tuesday;12;Tuesday;8;REPAS;FR;;false;Frite Best Of;13;0
17;17;null;EUR;Tuesday;12;Tuesday;11;Repas Province;FR;null;false;De L'Ã©tablissement;12;0
47,22;47,22;null;EUR;Friday;12;Saturday;7;Taxi;FR;;false;;13;0
53;53;null;EUR;Saturday;10;Sunday;16;Taxi;FR;null;false;null;11;0
11,8;11,8;null;EUR;Sunday;12;Sunday;15;Taxi;FR;;false;;13;0
200,63;129;9,9;EUR;Tuesday;10;Thursday;14;HEBERGEMENT PARIS;FR;null;false;null;11;0
29,6;29,6;10;EUR;Tuesday;12;Monday;9;Meals;FR;;false;Le Prelandon;12;0
14,1;14,1;null;EUR;Thursday;7;Tuesday;14;Postal charges;FR;null;false;Colissimo;12;0
41,58;41,58;null;EUR;Monday;11;Monday;11;Mileage expense;FR;VerriÃ¨res-en-Anjou;true;null;12;0
9;9;20;EUR;Thursday;12;Thursday;12;Dry cleaning Ritz;FR;;false;AnaÃ¯s Pressing Service;12;0
19,54;19,54;null;EUR;Thursday;11;Saturday;18;REPAS HORS DEPARTEMENT PCA MIDI;FR;null;false;null;12;0
111,5;111,5;20;EUR;Tuesday;9;Tuesday;12;Highway toll charges;FR;Salon De Provence;false;Vinci Autoroutes;11;0
2;2;null;EUR;Friday;12;Friday;19;PP - PÃ©age/parking pour remboursement (sans carte TOTAL ou autre);FR;;false;;12;0
232,5;232,5;20;EUR;Friday;11;Tuesday;9;Car rental;FR;null;false;null;11;0
20,8;20,8;null;EUR;Friday;10;Friday;15;Repas Midi Province;FR;null;false;null;11;0
134;134;null;EUR;Wednesday;22;Friday;12;Train Metro Bus Park Peage Toll road (Transportation);CH;Paris;false;Egencia France;11;0
112;112;null;EUR;Friday;3;Wednesday;13;Meal;FR;Rueil Malmaison;false;La BergamotecaffÃ©;12;0
5,2;5,2;null;EUR;Thursday;11;Thursday;11;Meal;FR;;false;Starbucks;13;0
31;31;null;EUR;Wednesday;11;Wednesday;18;Train;FR;null;false;null;11;0
20,78;20,78;2,841;EUR;Sunday;23;Friday;16;Phone;FR;Boulogne Billancourt;false;Free;11;0
72,13;72,13;null;EUR;Saturday;10;Thursday;8;Phone;FR;null;false;null;11;0
9,99;9,99;null;EUR;Friday;0;Wednesday;16;Mileage expense;FR;MontlhÃ©ry;true;null;13;0
15,7;15,7;null;EUR;Thursday;10;Thursday;12;Mileage expense;FR;10 Rue Thiers, 95300 Pontoise, France;true;null;11;0
54,73;54,73;null;EUR;Friday;11;Friday;13;Mileage expense;FR;Gif-sur-Yvette;true;null;11;0
18,22;18,22;null;EUR;Friday;11;Tuesday;15;Fuel;FR;null;false;null;null;0
75;75;null;EUR;Wednesday;11;Thursday;10;Fuel;FR;null;false;null;11;0
399;399;null;EUR;Wednesday;1;Wednesday;18;Mobilier tÃ©lÃ©travail;FR;null;false;null;12;0
323,99;323,99;null;EUR;Wednesday;10;Wednesday;16;Mobilier tÃ©lÃ©travail;FR;null;false;null;11;0
89,99;89,99;20;EUR;Sunday;11;Friday;16;83 Miscellaneous;FR;null;false;null;11;0
40;40;null;EUR;Sunday;8;Tuesday;5;Essence;FR;;true;Intermarche;12;0
23,5;23,5;null;EUR;Wednesday;11;Wednesday;8;Train;FR;null;false;null;11;0
91,9;91,9;10,6;EUR;Tuesday;10;Thursday;7;Meals;FR;Paris;false;Dans1acu1sine-restaurant;13;0
